"TIPO","NUMERO","ANIO","ASUNTO","FEC_SANCION","FEC_PROMULGACION","NRO_BOLETIN","ANIO_BOLETIN","FEC_PUBLICACION_BOLETIN","FUE_ACTUALIZADA","TEXTO_VIGENTE_NORMA"
"Resolución Concejo Municipal",5471,2013,"Invítese a los directivos del club ADIUR, de la asoc. de fútbol rosarina, a la Dir. Munic. de Deportes, a la asoc. rosarina de deportes amateurs y a la comisión de der. humanos a debatir sobre la act. deportiva amateur en menores de edad.","14/11/2013","29/11/2013",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=95853"
"Resolución Concejo Municipal",5466,2013,"Designación a los Sres. Concejales Diego Giuliano y Daniela León para actuar como veedores de la fiscalización de la Feria de la Florida","10/10/2013","21/10/2013",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=94298"
"Resolución Concejo Municipal",5455,2013,"Desígnase para integrar el jurado del concurso de blog ""Jóvenes por la No Violencia"" al concejal Pablo Colono.","03/10/2013","18/10/2013",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=95419"
"Resolución Concejo Municipal",5451,2013,"Designación del Sr. Concejal Diego Giuliano para integrar el jurado de premiación LXVII Salón Nacional de Rosario 2013","26/09/2013","08/10/2013",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=94191"
"Resolución Concejo Municipal",5450,2013,"Designación del Sr. Concejal Pablo Colono para integrar el jurado del Concurso Subsidios Artes Escénicas 2013","26/09/2013","08/10/2013",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=94194"
"Resolución Concejo Municipal",5447,2013,"El CMR resuelve realizar en conjunto con las ONGs integrantes del consejo asesor de la Comisión de Ecología y Medio ambiente una jornada de celebración día mundial del animal.","12/09/2013","23/09/2013",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=93954"
"Resolución Concejo Municipal",5446,2013,"Ordenanza Nº 9069. Anexo III. Incorporación.","12/09/2013","01/10/2013",352,2013,"25/10/2013","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=94145"
"Resolución Concejo Municipal",5436,2013,"Difusión del material realizado por la Comisión del Museo de la Memoria de Rosario, referente a la historia y fundamentos de su creación","29/08/2013","06/09/2013",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=93556"
"Resolución Concejo Municipal",5429,2013,"El Honorable Concejo Municipal resuelve invitar a la Arquitecta Diana Terán y otros artistas a exponer la obra ""Respira, es arte"" Argentina 1","04/07/2013","30/07/2013",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=93011"
"Resolución Concejo Municipal",5382,2013,"Se designa al Sr. concejal Aldo Poy para integrar el Jurado de Premiación de Ojo al Piojo - 3º Festival de Cortometrajes para Niños","21/03/2013","03/04/2013",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=90193"
"Resolución Concejo Municipal",5381,2013,"Se designa al señor concejal Roberto Sukerman para integrar el Jurado de Premiación del 20º Festival Latinoamericano de Video y Artes Visuales","21/03/2013","03/04/2013",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=90192"
"Resolución Concejo Municipal",5375,2013,"Designación para integrar la Mesa de Interferias a los Sres. Concejales Daniela León y Diego Giuliano","28/02/2013","13/03/2013",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=90503"
"Resolución Concejo Municipal",5373,2013,"Designar al concejal Pablo Colono Jurado del Concurso Internacional de Diseño de Afiche 85-Che Rosario","28/02/2013","13/03/2013",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=90119"
"Resolución Concejo Municipal",5363,2012,"Designación del señor concejal Pablo Colono para integrar el Jurado del ""Concurso 2012 Subsidios Teatro-Circuito Alternativo""","22/11/2012","29/11/2012",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=88407"
"Resolución Concejo Municipal",5355,2012,"Se designa como miembros de la Comisión Directiva del Museo de la Memoria de Rosario al Dr. Daniel Luna, al Sr. Roberto Bereciartúa, al Sr. Juan Basso y a la Sra. Marta Bertolino","08/11/2012","19/11/2012",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=88026"
"Resolución Concejo Municipal",5342,2012,"Designación del Sr. concejal Diego Giuliano para integrar el Jurado de Premiación del LXVI Salón Nacional Rosario 2012","11/10/2012","16/10/2012",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=87850"
"Resolución Concejo Municipal",5319,2012,"Construcción de monolito. Colocación de placa recordatoria. Riobamba y Constitución. Disposición.","09/08/2012","31/08/2012",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=85802"
"Resolución Concejo Municipal",5316,2012,"""Primera Jornada sobre Derechos y Obligaciones del Ciudadano- Programa Nuestro Rosario Querido: Responsabilidad Vial"". Convocatoria.","09/08/2012","31/08/2012",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=85910"
"Resolución Concejo Municipal",5209,2011,"Ordenanza 8798. Observación.","03/11/2011","08/11/2011",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=79662"
"Resolución Concejo Municipal",5073,2010,"""Jornada de debate sobre separación , recuperación y reciclado de residuos sólidos urbanos"". Convocatoria.","10/09/2010","16/09/2010",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=70856"
"Resolución Concejo Municipal",5058,2010,"Titular de la Oficina Municipal de Defensa al Consumidor Sr. Nestor Trigueros. Informe escrito. Problemática abastecimiento de gas licuado de petróleo (gas en garrafas). Distribución. Garrafa social.","05/08/2010","25/08/2010",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=69938"
"Resolución Concejo Municipal",4973,2009,"Bicentenario de la Revolución de Mayo. Conmemoración. Adhesión.","22/10/2009","06/11/2009",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=64529"
"Resolución Concejo Municipal",4947,2009,"Interés Municipal. Concurso de Relatos ""39.999 y yo"". Declaración.","13/08/2009","28/08/2009",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=63297"
"Resolución Concejo Municipal",4934,2009,"Interés Municipal ""Seminario sobre la Nueva Ley de Servicios de Comunicación Audiovisual"". Declaración.","18/06/2009","02/06/2009",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=60596"
"Resolución Concejo Municipal",4839,2008,"Ordenanza Nº 8281. Hotel - Apart Hotel. Fe de Erratas.","07/08/2008",,132,2008,"01/10/2008","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=53299"
"Resolución Concejo Municipal",4657,2006,"Concejo Municipal. Autoridades. Presidente. Vicepresidente 1º. Vicepresidente 2º. Designación.","06/12/2006","03/01/2007",92,2007,"15/02/2007","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=44149"
"Resolución Concejo Municipal",4331,2003,"Desplazamiento interno al CMR para personas discapacitadas y juegos para la Plaza Accesible.","23/10/2003","06/11/2003",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=70947"
"Resolución Concejo Municipal",4214,2002,"Designar Presidenta del H. Cuerpo a la Señora Concejala Dra. Luisa Donni","02/08/2002","12/09/2002",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=24867"
"Resolución Concejo Municipal",3901,2000,"Ordenanza Nº 6.960. Observación parcial. Firme.","08/06/2000","26/06/2000",,,,"NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=258144"
