"TIPO","NUMERO","ANIO","ASUNTO","FEC_SANCION","NRO_BOLETIN","ANIO_BOLETIN","FEC_PUBLICACION_BOLETIN","FUE_ACTUALIZADA","TEXTO_VIGENTE_NORMA"
"Resolución",53,2021,"Resolución 078/2015 ex Secretaría General. Inscripción en Registro Municipal de ONG vinculadas temática discapacidad. Requisitos. Modificación.","23/07/2021",1235,2021,"29/07/2021","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=176131"
"Resolución",52,2021,"Estado Financiero Consolidado. Ejercicio 2020. Banco Municipal de Rosario. Publicación en el Boletín Oficial. Disposición.","30/04/2021",1195,2021,"30/04/2021","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=172349"
"Resolución",27,2021,"Ley Provincial Nº 14.025. Adhesión Municipal.","22/01/2021",1161,2021,"26/01/2021","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=168268"
"Resolución",25,2021,"Pandemia Coronavirus (COVID-19). Decreto Nº 1437/2020. Modificación.","10/02/2021",1169,2021,"12/02/2021","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=168682"
"Resolución",5,2021,"Pandemia Coronavirus (COVID-19). ""Jardines Maternales y de Infantes"". Espacios en desuso. Habilitación como salas. Autorización.","29/01/2021",1164,2021,"02/02/2021","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=168482"
"Resolución",4,2021,"Pandemia Coronavirus (COVID-19). Empresas de transporte larga distancia y transporte de oferta libre. Ingreso pasajeros a la ciudad de Rosario. Seguimiento epidemiológico. Disposición.","22/01/2021",1161,2021,"26/01/2021","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=168266"
"Resolución",4,2021,"Servicio Público de Transporte Urbano Pasajeros. Cuadro tarifario. Fijación.","21/01/2021",1160,2021,"25/01/2021","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=168267"
"Resolución",1,2021,"Pandemia Coronavirus (COVID-19). Juegos de entretenimiento. Apertura. Autorización.","11/01/2021",1155,2021,"15/01/2021","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=167978"
"Resolución",336,2020,"Regularización de deudas. Convenios de pago. Cuotas mínimas. Fijación.","30/12/2020",1153,2021,"13/01/2021","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=167974"
"Resolución",335,2020,"Pago anticipado. Tasa General de Inmuebles y sus adicionales 2021. Fecha de vencimiento. Fijación.","30/12/2020",1153,2021,"13/01/2021","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=167968"
"Resolución",334,2020,"Prescripción. Tributos municipales. Patente Única sobre Vehículos. Período. Abstención de Cobro. Instrucción.","30/12/2020",1153,2021,"13/01/2021","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=167966"
"Resolución",331,2020,"Procedimiento administrativo.  Cancelación de tributos y otros gravámenes municipales . Bonos de Cancelación ROS-2020. Disposición.","30/12/2020",1153,2021,"13/01/2021","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=167964"
"Resolución",311,2020,"Tasa General de Inmuebles y adicionales. Fecha vencimiento y pago libre intereses. Zonas. Prórroga.","11/12/2020",1144,2020,"15/12/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=167359"
"Resolución",183,2020,"Pandemia Coronavirus (COVID-19). Deudas. Cánon Locativo - Concesiones. Regularización. Convenios de pago.","29/07/2020",1099,2020,"31/07/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=164673"
"Resolución",177,2020,"Pandemia Coronavirus (COVID- 19). Deudas. Cánon Locativo - Mercado del Patio. Regularización. Convenios de pago.","24/07/2020",1098,2020,"28/07/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=164395"
"Resolución",163,2020,"Deudas devengadas al 30 de junio de 2020. Conceptos varios. Regularización. Convenios de pago.","08/07/2020",1094,2020,"14/07/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=164016"
"Resolución",150,2020,"Pandemia Coronavirus (COVID-19). Rubros esenciales varios. Desarrollo actividad. Horario. Disposición.","17/12/2020",1146,2020,"18/12/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=167451"
"Resolución",147,2020,"Pandemia Coronavirus (COVID-19). Locales gastronómicos. Factor de ocupación. Ampliación. Disposición.","11/12/2020",1144,2020,"15/12/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=167358"
"Resolución",137,2020,"Pandemia Coronavirus (COVID-19). Rubros varios. Desarrollo actividades. Franja horaria. Mesas y sillas. Emplazamiento.","20/11/2020",1136,2020,"25/11/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=166976"
"Resolución",133,2020,"Pandemia Coronavirus (COVID-19). Apertura de calesitas y parques de diversiones al aire libre. Disposición.","06/11/2020",1133,2020,"13/11/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=166897"
"Resolución",132,2020,"Pandemia Coronavirus (COVID-19). Autorización Decreto 983/2020. Condiciones. Disposición.","06/11/2020",1133,2020,"13/11/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=166898"
"Resolución",123,2020,"Pandemia Coronavirus (COVID-19).  Decretos Provinciales Nº 1070/20 y Nº 1071/20. Actividades habilitadas. Desarrollo. Horario. Fijación.","16/10/2020",1124,2020,"20/10/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=166357"
"Resolución",121,2020,"Pandemia Coronavirus (COVID-19). Colocación de mesas y sillas en espacio público. Reglamentación.","06/10/2020",1121,2020,"13/10/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=166226"
"Resolución",117,2020,"Pandemia Coronavirus (COVID-19). Rubros varios. Horario. Disposición.","02/10/2020",1121,2020,"13/10/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=166225"
"Resolución",116,2020,"Pandemia Coronavirus (COVID-19). Clubes, gimnasios, complejos deportivos. Actividades. Horario. Disposición.","29/09/2020",1119,2020,"30/09/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=166145"
"Resolución",112,2020,"Pandemia Coronavirus (COVID-19). Disposiciones Varias.","19/09/2020",1116,2020,"24/09/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=165973"
"Resolución",111,2020,"Pandemia Coronavirus (COVID-19). Venta de mercaderías ya elaboradas de comercios de rubros no esenciales. Horarios y modalidades. Disposición.","14/09/2020",1113,2020,"15/09/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=165822"
"Resolución",109,2020,"Pandemia Coronavirus (COVID-19). Horario de apertura de shoppings. Disposición.","29/08/2020",1110,2020,"02/09/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=165612"
"Resolución",100,2020,"Pandemia coronavirus (COVID-19). Celebración ""Día de las infancias"". Shoppings. Horario de apertura. Disposición.","14/08/2020",1104,2020,"14/08/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=165204"
"Resolución",99,2020,"Pandemia coronavirus (COVID-19). Celebración ""Día de las infancias"". Comercios mayoristas y minoristas de venta de mercaderías. Horario de apertura. Disposición.","12/08/2020",1104,2020,"14/08/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=165197"
"Resolución",98,2020,"Estado Financiero Consolidado. Ejercicio 2019. Banco Municipal de Rosario. Publicación en el Boletín Oficial. Disposición.","11/08/2020",1104,2020,"14/08/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=165164"
"Resolución",94,2020,"Pandemia Coronavirus (COVID-19). Actividades varias. Período. Suspensión.","17/07/2020",1097,2020,"23/07/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=164381"
"Resolución",89,2020,"Pandemia Coronavirus (COVID-19). Decreto Nº 725/20. Rubros varios. Horario de apertura. Modificación.","07/07/2020",1093,2020,"08/07/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=163891"
"Resolución",88,2020,"Pandemia Coronavirus (COVID-19). ""Sector Gastronomía"". Horario de apertura. Modificación.","02/07/2020",1093,2020,"08/07/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=163804"
"Resolución",80,2020,"Pandemia Coronavirus (COVID-19). Decreto Nº 725/20. Horario de apertura. ""Bibliotecas populares"". Modalidad. Autorización.","19/06/2020",1089,2020,"23/06/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=163457"
"Resolución",79,2020,"Pandemia Coronavirus (COVID-19). Comercio ambulante de alimentos. Ordenanza Nº 7.703. Funcionamiento. Rubros. Limitaciones.","19/06/2020",1089,2020,"23/06/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=163462"
"Resolución",78,2020,"Pandemia Coronavirus (COVID-19). Decreto Nº 725/20. Horario de apertura. ""Gimnasios"" e ""Instalaciones de actividades deportivas que no impliquen contacto físico"". Modificación.","19/06/2020",1089,2020,"23/06/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=163456"
"Resolución",77,2020,"Pandemia Coronavirus (COVID-19). Decreto Nº 725/20. Horario de apertura ""Profesionales independientes"". Modificación.","18/06/2020",1089,2020,"23/06/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=163429"
"Resolución",73,2020,"Pandemia Coronavirus (COVID-19). Funcionamiento del Comercio ambulante de alimentos. Rubros. Limitaciones. Modalidad. Disposición.","12/06/2020",1087,2020,"17/06/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=163268"
"Resolución",58,2020,"Pandemia Coronavirus (COVID 19). Salones de fiestas y similares. Visitas. Autorización.","27/05/2020",1083,2020,"01/06/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=163080"
"Resolución",57,2020,"Pandemia Coronavirus (COVID 19). Comercios varios. Horario atención. Disposición.","27/05/2020",1083,2020,"01/06/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=163078"
"Resolución",55,2020,"Pandemia Coronavirus (COVID 19). Apertura de instituciones varias. Días y horarios. Modalidades y protocolos. Disposición.","13/05/2020",1081,2020,"14/05/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=162882"
"Resolución",53,2020,"Pandemia Coronavirus (COVID-19). Procedimiento excepcional y provisorio desocupación nichos cementerios municipales. Vigencia. Disposición.","04/05/2020",1079,2020,"06/05/2020","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=162786"
"Resolución",365,2019,"Boleta de pago. Tributo municipal Tasa de Supervisión de Ascensores.  Formato digital. Diciembre/2019. Implementación.","18/10/2019",1030,2019,"22/10/2019","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=154028"
"Resolución",208,2019,"Transporte Urbano de Pasajeros de Rosario. Acceso gratuito. Personas con discapacidad domiciliadas fuera de la Municipalidad de Rosario. Autorización.","01/11/2019",1035,2019,"04/11/2019","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=154503"
"Resolución",198,2019,"Licitación Privada ""Adquisición de Pinturas y Materiales afines, Balneario la Florida y Piletas del Parque Alem"". Empresa del Estado Municipal ""Costanera Rosario"". Llamado. Autorización.","30/09/2019",1025,2019,"03/10/2019","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=153535"
"Resolución",197,2019,"Licitación privada ""Adquisición de hipoclorito de sodio, modificador de ph y alguicida para las Piletas del Parque Alem"". Empresa del Estado Municipal ""Costanera Rosario"". Llamado. Autorización.","30/09/2019",1025,2019,"03/10/2019","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=153538"
"Resolución",196,2019,"Licitación privada ""Explotación Unidad Comercial bajo el rubro Bar, Sandwichería y alquiler de reposeras predio piletas Parque Alem"". Empresa del Estado Municipal ""Costanera Rosario"". Llamado. Autorización.","30/09/2019",1025,2019,"03/10/2019","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=153250"
"Resolución",195,2019,"Licitación privada ""Contratación Servicio de Cobertura Médica, Odontológica y Área protegida Balneario la Florida y Piletas del Parque Alem"". Empresa del Estado Municipal ""Costanera Rosario"". Llamado. Autorización.","30/09/2019",1025,2019,"03/10/2019","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=153539"
"Resolución",180,2019,"Estado Financiero Consolidado. Ejercicio 2018. Banco Municipal de Rosario. Publicación en el Boletín Oficial. Disposición.","03/09/2019",1018,2019,"09/09/2019","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=152601"
"Resolución",157,2019,"Incremento tarifa Transporte Urbano de Pasajeros.","30/08/2019",1017,2019,"30/08/2019","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=152336"
"Resolución",104,2019,"Servicio Público de Transporte Urbano Pasajeros. Cuadro tarifario. Fijación.","28/06/2019",996,2019,"28/06/2019","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=149974"
"Resolución",96,2019,"Declaraciones Juradas. Período Enero/2019. DReI-ETuR. Fecha presentación en término. Fijación.","01/03/2019",958,2019,"06/03/2019","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=145961"
"Resolución",520,2018,"Boleta de pago en formato digital para determinados tributos municipales. Obligatoriedad. Disposición.","12/12/2018",927,2018,"13/12/2018","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=143410"
"Resolución",413,2018,"Derecho de Registro e Inspección. Fecha presentación declaración de retenciones. Fijación.","17/10/2018",904,2018,"18/10/2018","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=141512"
"Resolución",90,2018,"Servicio Transporte Urbano de Pasajeros. Cuadro Tarifario. Fecha de aplicación. Disposición.","04/06/2018",855,2018,"05/06/2018","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=136395"
"Resolución",33,2018,"Servicio Transporte Urbano de Pasajeros. Cuadro Tarifario. Fecha de aplicación. Disposición.","16/03/2018",831,2018,"16/03/2018","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=132893"
"Resolución",655,1999,"Transporte Urbano de Pasajeros. Reempadronamiento y  emisión de nuevas credenciales. Personas con discapacidad. Disposición.","03/09/1999",2,1999,"13/09/1999","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=14421"
"Resolución",535,1999,"Concurso Abierto de Antecedentes y Oposición. Médicos Obstetras, Tocoginecólogos y Gineco-Obstetras. Llamado.","23/11/1999",6,1999,"01/12/1999","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=14151"
"Resolución",534,1999,"Concurso Abierto de Antecedentes y Oposición. Médicos Pediatras. Llamado.","23/11/1999",6,1999,"01/12/1999","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=14148"
"Resolución",533,1999,"Concurso Abierto de Antecedentes y Oposición. Instrumentadores Quirúrgicos. LLamado.","23/11/1999",6,1999,"01/12/1999","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=14145"
"Resolución",506,1999,"Concurso Abierto. Cargo de médico Anatomopatólogo. Dir. Gral de Atención Médica. LLamdo. Disposición.","29/10/1999",3,1999,"01/10/1999","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=14081"
"Resolución",502,1999,"Resolución N° 483/99. Art. 3°. Modificación.","28/10/1999",3,1999,"01/10/1999","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=14072"
"Resolución",483,1999,"Concurso Abierto y de Oposición. Cargo médico dependendiente de la Dir. Gral de Atención Médica - Servicio de Infectología del Hospital Carrasco. LLamado. Disposición.","13/10/1999",3,1999,"01/10/1999","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=14024"
"Resolución",480,1999,"Patente Única sobre Vehículos. Sellos. Certificación.","01/10/1999",3,1999,"01/10/1999","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=14018"
"Resolución",479,1999,"Patente Única sobre Vehículos. Período fiscal Año 1998. No exigibilidad. Determinación.","01/10/1999",3,1999,"01/10/1999","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=14013"
"Resolución",432,1999,"Auspicio. ""XII Jornadas de Actualización Pediátrica"". Otorgamiento.","01/09/1999",1,1999,"01/09/1999","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=13906"
"Resolución",431,1999,"Auspicio ""Jornadas Anuales de la Sociedad Argentina de Terapia Intensiva""","01/09/1999",1,1999,"01/09/1999","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=13903"
"Resolución",427,1999,"Gastos correspondientes a la Dirección Gral. de Comunicación Social. Aprobación. Secretaría de Hacienda y Economía. Encomendación.","07/09/1999",2,1999,"13/09/1999","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=13892"
"Resolución",424,1999,"Expresión ""Gravámenes Especiales Municipales"". Multas del Tribunal Municipal de Faltas, Derecho de Registro al Comercio e Industria (DREI) y los Gravámenes Especiales propiamente dichos. Comprensión. Disposición.","03/09/1999",2,1999,"13/09/1999","NO","https://www.rosario.gob.ar/normativa/ver/visualExterna.do?accion=verNormativa&idNormativa=13886"
